cnpj;identificador_matriz_filial;razao_social;nome_fantasia;situacao;situacao_desc;data_situacao;motivo_situacao;motivo_situacao_desc;natureza_juridica;nat_jur_desc;data_inicio;ano_inicio;cnae_subclasse;subclasse_desc;cnae_classe;classe_desc;cnae_grupo;grupo_desc;cnae_divisao;divisao_desc;endereco_completo;tipo_logradouro;endereco;numero;complemento;bairro;cep;codemun;municipio;geocod_ibge_2018;nome_munic_ibge;uf;cidade_exterior;cod_pais;nome_pais;ddd1;telefone1;ddd2;telefone2;nu_ddd_fax;nu_fax;email;qualificacao;capital_social;porte_empresa;opcao_simples;data_opcao_simples;data_exclusao_simples;opcao_mei;situacao_especial;data_situacao_especial;ind_osc;id_mapa;certificado_OSCIP;macro_area_atuacao;micro_area_atuacao;n_vinc_ativos;n_vinc_def;empenhado;pago;empenhado_def;pago_def;cnae_secundaria;cnae2_classe;cnae2_classe_desc;PrecisionDepth;MatchedAddress;Longitude;Latitude
00065221000148;Matriz;IGREJA PENTECOSTAL CENTRO EVANGELISTICO DA PAZ;CENTRO EVANGELISTICO DA PAZ;4;;2018-10-17;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-04-28;1994;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS; ETR.DO RIO JEQUIA 1446;;ETR.DO RIO JEQUIA;1446;ZUMBI;ILHA DO GOVERNADOR;21930000;6001;RIO DE JANEIRO;;;RJ;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;ESTRADA DO RIO JEQUIA 1446, PITANGUEIRAS, RIO DE JANEIRO, RJ, 21930345;-43,1852204959996;-22,8178006589996
00065221000229;Filial;IGREJA PENTECOSTAL CENTRO EVANGELISTICO DA PAZ;;4;;2018-10-17;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;2004-07-30;2004;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA BARATA RIBEIRO 602;RUA;BARATA RIBEIRO;602;SOBRADO;COPACABANA;22011002;6001;RIO DE JANEIRO;;;RJ;;;;;;;;;;;16;;05;0;;;;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA BARATA RIBEIRO 602, COPACABANA, RIO DE JANEIRO, RJ, 22011002;-43,1805848179996;-22,9653224839996
00065248000130;Matriz;IGREJA EVANGELICA ASSEMBLEIA DE DEUS VALE DA BENCAO;ASSEMBLEIA DE DEUS;2;;2005-11-03;00;;3999;Associação Privada;1994-05-09;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA MUCURIPE 10 B;RUA;MUCURIPE;10 B;;SENADOR CAMARA;21832150;6001;RIO DE JANEIRO;;;RJ;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA MUCURIPE 10, SENADOR CAMARÁ, RIO DE JANEIRO, RJ, 21832150;-43,4869209209996;-22,8983257819996
00065251000154;Matriz;MOVIMENTO DE ASPIRACAO ESPIRITUAL GRUPO MAE;;4;;2018-10-17;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-04-14;1994;8593700;Ensino de idiomas;85937;Ensino de idiomas;859;Outras atividades de ensino;85;EDUCAÇÃO;RUA BARAO DE MESQUITA 190;RUA;BARAO DE MESQUITA;190;;TIJUCA;20540002;6001;RIO DE JANEIRO;;;RJ;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Educação e pesquisa;Outras formas de educação/ensino;;;;;;;;;;4 Estrelas;RUA BARAO DE MESQUITA 190, TIJUCA, RIO DE JANEIRO, RJ, 20540006;-43,2297639599996;-22,9177135589996
00065336000132;Matriz;IGREJA EVANGELICA ASSEMBLEIA DE DEUS DE PALMA SOLA;;2;;2019-06-26;00;;3999;Associação Privada;1994-05-10;1994;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA INE VISSOTTO SN;RUA;INE VISSOTTO;SN;;CENTRO;89985000;8235;PALMA SOLA;;;SC;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;1 Estrela;Palma Sola, SC;-53,2776014789996;-26,3475502879996
00065338000121;Matriz;ASSOCIACAO DOS ARTESAOS DE CORREIA PINTO SC;;4;;2018-09-20;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-05-12;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA PROJETADA SN;RUA;PROJETADA;SN;;FAX DOS WOLFF;88535000;8395;CORREIA PINTO;;;SC;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;1 Estrela;Correia Pinto, SC;-50,3619415779996;-27,5881837289996
00065713000133;Matriz;IGREJA BATISTA FONTE DE AGUA VIVA;;2;;1998-07-28;00;;3220;Organização Religiosa;1994-03-23;1994;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA 18 07;RUA;18;07;LOJA;NOVA CAMPINAS;25250000;5833;DUQUE DE CAXIAS;;;RJ;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA PASTOR MANUEL AVELINO DE SOUZA 7, VILA SANTA ALICE, DUQUE DE CAXIAS, RJ, 25250000;-43,2977994329996;-22,5963335319996
00065945000191;Matriz;PATNA - PASTORAL DE APOIO AO TOXICOMANO NOVA AURORA;PATNA;2;;2005-08-27;00;;3999;Associação Privada;1994-05-12;1994;8720499;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química e grupos similares não especificadas anteriormente;87204;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;872;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;87;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA INTEGRADAS COM ASSISTÊNCIA SOCIAL, PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES;RUA PINHEIRO MACHADO 1000;RUA;PINHEIRO MACHADO;1000;SALA 2;CENTRO;95020170;8599;CAXIAS DO SUL;;;RS;;;;054;2230377;;;054;2230317;;16;;05;0;;;N;;;1;1;;Religião;Religião;8;;;;;;;;;4 Estrelas;RUA PINHEIRO MACHADO 1000, NOSSA SENHORA DE LOURDES, CAXIAS DO SUL, RS, 95020172;-51,1856221569996;-29,1671348519996
00065945000272;Filial;PATNA - PASTORAL DE APOIO AO TOXICOMANO NOVA AURORA;COMUNIDADE TERAPEUTICA RURAL SENHOR JESUS;2;;2005-08-27;00;;3999;Associação Privada;1998-09-14;1998;8720499;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química e grupos similares não especificadas anteriormente;87204;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;872;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;87;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA INTEGRADAS COM ASSISTÊNCIA SOCIAL, PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES; TRAVESSAO SANTA TEREZA S/N;;TRAVESSAO SANTA TEREZA;S/N;;1 DISTRITO;95095560;8599;CAXIAS DO SUL;;;RS;;;;054;2230377;;;;;;16;;05;0;;;;;;1;1;;Religião;Religião;;;;;;;;;;3 Estrelas;RUA SANTA TEREZA, ESPLANADA, CAXIAS DO SUL, RS, 95095560;-51,2069621549997;-29,1946545129996
00065945000353;Filial;PATNA - PASTORAL DE APOIO AO TOXICOMANO NOVA AURORA;COMUNIDADE TERAPEUTICA RURAL SENHOR JESUS PARA ADOLESCE;2;;2003-03-25;00;;3999;Associação Privada;2003-03-25;2003;8720499;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química e grupos similares não especificadas anteriormente;87204;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;872;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;87;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA INTEGRADAS COM ASSISTÊNCIA SOCIAL, PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES;RUA JOAO ORESTES FAORO 127;RUA;JOAO ORESTES FAORO;127;"ANEXO;";SANTA CORONA;95087550;8599;CAXIAS DO SUL;;;RS;;;;54;32230377;54;32230317;54;2230317;;16;;05;0;;;;;;1;1;;Religião;Religião;;;;;;;;;;1 Estrela;Caxias do Sul, RS;-51,1796680379996;-29,1634031159996
00065945000434;Filial;PATNA - PASTORAL DE APOIO AO TOXICOMANO NOVA AURORA;SERVICO DE PROTECAO SOCIAL BASICA NO AMBITO DA A SOCIA;2;;2005-10-25;00;;3999;Associação Privada;2005-10-25;2005;8720499;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química e grupos similares não especificadas anteriormente;87204;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;872;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;87;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA INTEGRADAS COM ASSISTÊNCIA SOCIAL, PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES;RUA PINHEIRO MACHADO 1000;RUA;PINHEIRO MACHADO;1000;SALA  2                   ANEXO 2;CENTRO;95020001;8599;CAXIAS DO SUL;;;RS;;;;54;32230377;54;32230377;54;32230317;raiz.bea@terra.com.br;16;;05;0;;;;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA PINHEIRO MACHADO 1000, NOSSA SENHORA DE LOURDES, CAXIAS DO SUL, RS, 95020172;-51,1856221569996;-29,1671348519996
00065969000140;Matriz;ASSOCIACAO DE AGRICULTORES DONA FRANCISCA;;4;;2018-11-22;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-05-06;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA DONA FRANCISCA SN;RUA;DONA FRANCISCA;SN;;BELA ALIANCA;89290000;8311;SAO BENTO DO SUL;;;SC;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;3 Estrelas;RUA FRANCISCO, SAO BENTO DO SUL, SC;-49,3847319729996;-26,2546153679996
00065973000109;Matriz;SOCIEDADE BENEFICENTE ARNOLD HADLICH;;2;;2005-08-27;00;;3999;Associação Privada;1994-05-09;1994;8512100;Educação infantil - pré-escola;85121;Educação infantil - pré-escola;851;Educação infantil e ensino fundamental;85;EDUCAÇÃO;RUA FRANZ HADLICH 278;RUA;FRANZ HADLICH;278;;VELHA CENTRAL;89040180;8047;BLUMENAU;;;SC;;;;47;33285592;;;;;CRECHEPEROLA@GMAIL.COM;16;;05;0;;;N;;;1;1;;Educação e pesquisa;Educação infantil;21;;;;;;;;;4 Estrelas;RUA FRANZ HADLICH 278, VELHA CENTRAL, BLUMENAU, SC, 89040180;-49,1215617349996;-26,9244920409996
00065976000142;Matriz;ASSOCIACAO DE MORADORES DAS RUAS B.SUCESSO NOVA TRENTO;;2;;1999-09-04;00;;3999;Associação Privada;1994-05-10;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA NOVA TRENTO S/N;RUA;NOVA TRENTO;S/N;;SANTANA;89160001;8291;RIO DO SUL;;;SC;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;3 Estrelas;RUA NOVA TRENTO, SANTANA, RIO DO SUL, SC;-49,6272551089996;-27,2178588249996
00065982000108;Matriz;ASSOCIACAO DOS FUNCIONARIOS DA REDEMAQ MINAS;AFUREDE MINAS;4;;2018-09-06;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-05-06;1994;8711502;Instituições de longa permanência para idosos;87115;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;871;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares;87;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA INTEGRADAS COM ASSISTÊNCIA SOCIAL, PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES;AVENIDA J K DE OLIVEIRA 2733;AVENIDA;J K DE OLIVEIRA;2733;;INDUSTRIAL;38700062;4959;PATOS DE MINAS;;;MG;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Assistência social;Assistência social;;;;;;;;;;4 Estrelas;AVENIDA JUSCELINO KUBITSCHECK DE OLIVEIRA 2733, PATOS DE MINAS, MG;-46,5057755609996;-18,6198494739996
00065986000188;Matriz;CENTRO ESPIRITA;TENDA DE OXALA BENCA DE OGUM MEGE;4;;2018-08-28;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-05-09;1994;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA DOS PIANOS 533;RUA;DOS PIANOS;533;;TAIAMAN;38408028;5403;UBERLANDIA;;;MG;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA DOS PIANOS 533, TAIAMAN, UBERLANDIA, MG, 38415132;-48,3230340199996;-18,9026977239996
00066053000105;Matriz;OG R C B C MOCIDADE ACADEMICA SAI DA FRENTE;;4;;2018-10-04;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-05-09;1994;8593700;Ensino de idiomas;85937;Ensino de idiomas;859;Outras atividades de ensino;85;EDUCAÇÃO;PRACA ARRUDA 17;PRACA;ARRUDA;17;;RIO PEQUENO;05386200;7107;SAO PAULO;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Educação e pesquisa;Outras formas de educação/ensino;;;;;;;;;;4 Estrelas;TRAVESSA MANOEL SOARES FERREIRA 17, VILA DALVA, SAO PAULO, SP, 05386200;-46,7596881899996;-23,5679265629996
00066058000138;Matriz;ASSOCIACAO ED CULT SOC REN DO B GOIABEIRAS BAR DO CEARA;ASSOCIACAO RENASCER;2;;2018-02-25;00;;3999;Associação Privada;1994-05-06;1994;8711502;Instituições de longa permanência para idosos;87115;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;871;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares;87;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA INTEGRADAS COM ASSISTÊNCIA SOCIAL, PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES;RUA CHICO XAVIER 40;RUA;CHICO XAVIER;40;;BARRA CEARA;60332320;1389;FORTALEZA;;;CE;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Assistência social;Assistência social;;;;;;;;;;4 Estrelas;RUA CHICO XAVIER 40, BARRA DO CEARÁ, FORTALEZA, CE, 60332320;-38,5784260169996;-3,70189008799957
00066077000164;Matriz;ASSOCIACAO COMUNITARIA DE SAO BRAZ;CENTRO DE EDUCACAO INFANTIL JESUS CRIANCA;2;;2000-12-09;00;;3999;Associação Privada;1994-05-10;1994;8512100;Educação infantil - pré-escola;85121;Educação infantil - pré-escola;851;Educação infantil e ensino fundamental;85;EDUCAÇÃO;RUA ZACARIAS MANSUR 278;RUA;ZACARIAS MANSUR;278;;SAO BRAZ;82015380;7535;CURITIBA;;;PR;;;;41;30760170;;;;;;16;;05;0;;;N;;;1;1;;Educação e pesquisa;Educação infantil;16;;;;;;;;;4 Estrelas;RUA ZACARIAS MANSUR 278, SÃO BRAZ, CURITIBA, PR, 82015380;-49,3433218949996;-25,4160734979996
00066205000170;Matriz;CLUBE DE MAES SANTA TEREZINHA;;2;;2005-11-03;00;;3999;Associação Privada;1994-05-13;1994;9312300;Clubes sociais, esportivos e similares;93123;Clubes sociais, esportivos e similares;931;Atividades esportivas;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER; POV  LUCINDO S/N;;POV  LUCINDO;S/N;;ZONA RURAL;65740000;0875;POCAO DE PEDRAS;;;MA;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Cultura e recreação;Esportes e recreação;;;;;;;;;;1 Estrela;Poção de Pedras, MA;-44,8970502859996;-4,71617748899956
00066207000169;Matriz;ASSOCIACAO DE PAIS E AMIGOS DOS EXCEP DE LUCAS R VERDE;APAE;2;;1998-07-28;00;;3999;Associação Privada;1994-05-12;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA PARANAPANEMA 857-S;RUA;PARANAPANEMA;857-S;;ALVORADA;78455000;9925;LUCAS DO RIO VERDE;;;MT;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;43;;;;;;;;;3 Estrelas;RUA PARANAPANEMA, ALVORADA, LUCAS DO RIO VERDE, MT;-55,9119154969997;-13,0747210869996
00066220000118;Matriz;IGREJA APOSTOLICA DA PAZ;IGREJA APOSTOLICA DA PAZ;2;;2019-02-27;00;;3069;Fundação Privada;1994-05-13;1994;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;AVENIDA JOSE RODRIGUES NETO 1411;AVENIDA;JOSE RODRIGUES NETO;1411;;JARDIM FANTINATO;13847176;6715;MOGI-GUACU;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;3 Estrelas;RUA PINHAL, JARDIM SANTO ANTÔNIO, MOGI GUACU, SP, 13847176;-46,9463368259996;-22,3461420299996
00066222000107;Matriz;CENTRO DE INTEGRACAO SOCIAL DO ESTADO DO MARANHAO CISEMA;CISEMA;2;;2018-12-14;00;;3999;Associação Privada;1994-05-13;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA 12 17;RUA;12;17;QUADRA 58;CONJUNTO S RAIMUNDO;65058230;0921;SAO LUIS;;;MA;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;4 Estrelas;RUA DOZE 17, SAO LUIS, MA;-44,3333690999996;-2,55109363499957
00066223000151;Matriz;IGREJA BATISTA DA LIBERDADE;;2;;2018-10-03;00;;3999;Associação Privada;1994-05-13;1994;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA MACHADO DE ASSIS 23;RUA;MACHADO DE ASSIS;23;;LIBERDADE;65035390;0921;SAO LUIS;;;MA;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;TRAVESSA MACHADO DE ASSIS 23, LIBERDADE, SAO LUIS, MA, 65035390;-44,2861627429996;-2,53099529299959
00066227000130;Matriz;ASSOCIACAO RECREATIVA BLOCO ORGANIZADO PAU BRASIL;;4;;2018-11-06;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-05-13;1994;9001999;Artes cênicas, espetáculos e atividades complementares não especificados anteriormente;90019;Artes cênicas, espetáculos e atividades complementares;900;Atividades artísticas, criativas e de espetáculos;90;ATIVIDADES ARTÍSTICAS, CRIATIVAS E DE ESPETÁCULOS;RUA COSTA RICA 17-B;RUA;COSTA RICA;17-B;QUADRA 17;ANJO DA GUARDA;65085000;0921;SAO LUIS;;;MA;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Cultura e recreação;Cultura e arte;;;;;;;;;;4 Estrelas;RUA COSTA RICA 17, ANJO DA GUARDA, SAO LUIS, MA, 65085115;-44,3280191129996;-2,55821736399957
00066419000146;Matriz;ASSOCIACAO TRILHEIROS DUROK S DO MATO SAO PEDRO;;2;;1998-07-28;00;;3999;Associação Privada;1994-05-10;1994;9319199;Outras atividades esportivas não especificadas anteriormente;93191;Atividades esportivas não especificadas anteriormente;931;Atividades esportivas;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER; LHA. SAO PEDRO SN;;LHA. SAO PEDRO;SN;;SEDE;89930000;8329;SAO JOSE DO CEDRO;;;SC;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Cultura e recreação;Esportes e recreação;;;;;;;;;;1 Estrela;São José do Cedro, SC;-53,4959688969996;-26,4566155839996
00066634000147;Matriz;ASSOC COMU DOS PEQUENOS PRODUTORES RURAIS DE MUNDO NOVO;ACPRMN;4;;2019-02-01;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-05-05;1994;8711502;Instituições de longa permanência para idosos;87115;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;871;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares;87;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA INTEGRADAS COM ASSISTÊNCIA SOCIAL, PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES;SITIO MUNDO NOVO S/N;SITIO;MUNDO NOVO;S/N;;ZONA RURAL;62760000;1341;BATURITE;;;CE;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Assistência social;Assistência social;;;;;;;;;;1 Estrela;Baturité, CE;-38,8815535069996;-4,32636714499955
00066767000113;Matriz;ASSOCIACAO CULTURAL RECREATIVA E BENEFICENTE DA AMIZADE;;4;;2018-10-25;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1994-01-06;1994;8711502;Instituições de longa permanência para idosos;87115;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;871;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares;87;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA INTEGRADAS COM ASSISTÊNCIA SOCIAL, PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES;RUA PROFESSSOR SA NUNES 55;RUA;PROFESSSOR SA NUNES;55;;CIDADE NOVA;40313000;3849;SALVADOR;;;BA;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Assistência social;Assistência social;;;;;;;;;;2 Estrelas;SALVADOR, BA, 403130;-38,4864791179996;-12,9652991249996
00066841000100;Matriz;IGREJA EVANGELICA HEROI DA FE;TABERNACULO;2;;2005-08-27;00;;3999;Associação Privada;1994-05-12;1994;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA COUTO MAGALHAES 164;RUA;COUTO MAGALHAES;164;;CENTRO;75190000;9443;LEOPOLDO DE BULHOES;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA COUTO MAGALHAES 164, LEOPOLDO DE BULHOES, GO, 75190000;-48,7461559709996;-16,6189720079996
00066842000146;Matriz;IGREJA DO AVIVAMENTO MUNDIAL;TEMPLO DA BENCAO;2;;2006-12-01;00;;3999;Associação Privada;1994-05-12;1994;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;AVENIDA FERNANDO COSTA 980;AVENIDA;FERNANDO COSTA;980;;VILA JAYARA;75064780;9221;ANAPOLIS;;;GO;;;;62;33211758;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;AVENIDA FERNANDO COSTA 980, ADRIANA PARQUE, ANAPOLIS, GO, 75053275;-48,9711053749996;-16,2864386159996
